MSG_TYPE,NODE_1,NODE_2,SEQTS,HLC,BITMAP,OFFSETS,COUNTERS,NUM_PROCS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,OFFSET_SIZE,COUNTER_SIZE,CLOCK_SIZE,MAX_OFFSET
SEND,10.1.1.5,10.1.1.2,18,5748,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.5,10.1.1.1,18,5797,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.5,10.1.1.4,18,5800,11000,0000000000000000000000000000000000000000000000000000000001000100,0,5,100,50,200,20,7,14,0,27,68
RECV,10.1.1.3,10.1.1.2,18,5727,00110,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,28,0
RECV,10.1.1.2,10.1.1.5,18,5794,10010,0000000000000000000000000000000000000000000000000001011100000000,0,5,100,50,200,20,7,14,0,27,46
RECV,10.1.1.2,10.1.1.3,18,5855,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.1,10.1.1.5,19,6164,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.2,10.1.1.4,19,5983,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.3,10.1.1.4,19,5758,00110,0000000000000000000000000000000000000000000000000000000000011111,0,5,100,50,200,20,7,14,0,27,31
SEND,10.1.1.4,10.1.1.3,19,5819,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.5,10.1.1.2,19,6020,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.5,10.1.1.1,19,6164,10001,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,28,0
RECV,10.1.1.2,10.1.1.5,19,6133,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.4,10.1.1.3,19,5884,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.4,10.1.1.2,19,6141,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.3,10.1.1.4,19,5905,01100,0000000000000000000000000000000000000000000000000000000001010110,0,5,100,50,200,20,7,14,0,27,86
SEND,10.1.1.1,10.1.1.3,20,6321,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.2,10.1.1.4,20,6200,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.3,10.1.1.1,20,6348,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.4,10.1.1.2,20,6179,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.5,10.1.1.2,20,6434,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.3,10.1.1.1,20,6387,00101,0000000000000000000000000000000000000000000000000000000001000010,0,5,100,50,200,20,7,14,0,27,66
RECV,10.1.1.2,10.1.1.5,20,6434,10010,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,28,0
RECV,10.1.1.4,10.1.1.2,20,6497,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.2,10.1.1.4,20,6434,10010,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,29,0
RECV,10.1.1.1,10.1.1.3,20,6348,00101,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,27,0
SEND,10.1.1.1,10.1.1.5,21,6490,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.2,10.1.1.1,21,6609,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.3,10.1.1.5,21,6688,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.4,10.1.1.3,21,6795,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.5,10.1.1.3,21,6627,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.5,10.1.1.1,21,6789,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.5,10.1.1.3,21,6803,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.3,10.1.1.4,21,6795,01100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,28,0
RECV,10.1.1.1,10.1.1.2,21,6668,00011,0000000000000000000000000000000000000000000000000000000000111011,0,5,100,50,200,20,7,14,0,27,59
RECV,10.1.1.3,10.1.1.5,21,6795,01100,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,29,0
SEND,10.1.1.1,10.1.1.4,22,7068,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.2,10.1.1.1,22,6616,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.3,10.1.1.5,22,7074,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.4,10.1.1.3,22,7044,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.5,10.1.1.4,22,6821,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.4,10.1.1.1,22,7117,01001,0000000000000000000000000000000000000000000000000000000000110001,0,5,100,50,200,20,7,14,0,27,49
RECV,10.1.1.3,10.1.1.4,22,7074,01100,0000000000000000000000000000000000000000000000000000111100000000,0,5,100,50,200,20,7,14,0,27,30
RECV,10.1.1.5,10.1.1.3,22,7074,10100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,28,0
RECV,10.1.1.1,10.1.1.2,22,7127,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.4,10.1.1.5,22,7139,01001,0000000000000000000000000000000000000000000000000000000001000111,0,5,100,50,200,20,7,14,0,27,71
SEND,10.1.1.1,10.1.1.4,23,7225,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.2,10.1.1.1,23,7075,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.3,10.1.1.1,23,7265,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.4,10.1.1.1,23,7432,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.5,10.1.1.3,23,7421,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.1,10.1.1.2,23,7418,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.3,10.1.1.5,23,7421,10100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,28,0
RECV,10.1.1.1,10.1.1.3,23,7438,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.1,10.1.1.4,23,7444,01001,0000000000000000000000000000000000000000000000000000011000000000,0,5,100,50,200,20,7,14,0,27,12
RECV,10.1.1.4,10.1.1.1,23,7438,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.1,10.1.1.2,24,7459,01001,0000000000000000000000000000000000000000000000000000110110000000,0,5,100,50,200,20,7,14,0,27,27
SEND,10.1.1.2,10.1.1.4,24,7586,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.3,10.1.1.2,24,7421,10100,0000000000000000000000000000000000000000000000000000000000000000,2,5,100,50,200,20,7,14,2,29,0
SEND,10.1.1.4,10.1.1.5,24,7507,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.5,10.1.1.1,24,7593,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.2,10.1.1.1,24,7707,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.1,10.1.1.5,24,7676,10001,0000000000000000000000000000000000000000000000000000000001010011,0,5,100,50,200,20,7,14,0,27,83
RECV,10.1.1.4,10.1.1.2,24,7708,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.5,10.1.1.4,24,7667,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.2,10.1.1.3,24,7770,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.1,10.1.1.3,25,8010,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.2,10.1.1.3,25,7829,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.3,10.1.1.1,25,7921,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.4,10.1.1.1,25,7747,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.5,10.1.1.2,25,7868,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.3,10.1.1.1,25,8010,00101,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,27,0
RECV,10.1.1.1,10.1.1.4,25,8057,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.3,10.1.1.2,25,8010,00101,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,28,0
RECV,10.1.1.1,10.1.1.3,25,8090,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.2,10.1.1.5,25,7955,10010,0000000000000000000000000000000000000000000000000000000001010111,0,5,100,50,200,20,7,14,0,27,87
SEND,10.1.1.1,10.1.1.5,26,8132,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.2,10.1.1.4,26,8394,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,26,8077,00101,0000000000000000000000000000000000000000000000000000000001000011,0,5,100,50,200,20,7,14,0,27,67
SEND,10.1.1.4,10.1.1.5,26,8249,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.3,26,8145,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
RECV,10.1.1.5,10.1.1.1,26,8340,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.3,26,8415,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.5,26,8182,10100,0000000000000000000000000000000000000000000000000000000000100101,0,5,100,50,200,20,7,14,0,27,37
RECV,10.1.1.4,10.1.1.2,26,8394,01010,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.5,10.1.1.4,26,8420,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.2,27,8179,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,20,0
SEND,10.1.1.2,10.1.1.1,27,8543,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.1,27,8405,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.3,27,8592,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.3,27,8436,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.1,27,8689,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.3,27,8445,00101,0000000000000000000000000000000000000000000000000000000000101000,0,5,100,50,200,20,7,14,0,28,40
RECV,10.1.1.3,10.1.1.5,27,8447,10100,0000000000000000000000000000000000000000000000000000010110000000,0,5,100,50,200,20,7,14,0,28,11
RECV,10.1.1.3,10.1.1.4,27,8698,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.2,27,8661,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.3,28,8964,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.3,28,8896,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.4,28,8723,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.5,28,8655,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.2,28,8917,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.1,28,8964,00101,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.3,10.1.1.2,28,8989,00111,0000000000000000000000000000000000000000000000000010111010011001,0,5,100,50,200,20,7,21,0,35,93
RECV,10.1.1.4,10.1.1.3,28,8794,01100,0000000000000000000000000000000000000000000000000000000001000111,0,5,100,50,200,20,7,14,0,28,71
RECV,10.1.1.5,10.1.1.4,28,8925,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.5,28,9002,10010,0000000000000000000000000000000000000000000000000000000001010101,0,5,100,50,200,20,7,14,0,28,85
SEND,10.1.1.1,10.1.1.4,29,9138,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.3,29,9219,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.1,29,9174,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.3,29,8852,01000,0000000000000000000000000000000000000000000000000001110100000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.4,29,9209,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.1,29,9356,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.5,29,9358,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.4,29,9232,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.3,29,9327,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.2,29,9291,00110,0000000000000000000000000000000000000000000000000000000001001000,0,5,100,50,200,20,7,14,0,28,72
SEND,10.1.1.1,10.1.1.5,30,9541,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,30,9414,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.4,30,9329,00100,0000000000000000000000000000000000000000000000000001001100000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.2,30,9511,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.4,30,9620,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.1,30,9636,10001,0000000000000000000000000000000000000000000000000000000001011111,0,5,100,50,200,20,7,14,0,28,95
RECV,10.1.1.2,10.1.1.4,30,9659,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.2,30,9620,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.3,30,9690,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.5,30,9698,11000,0000000000000000000000000000000000000000000000000010011100000000,0,5,100,50,200,20,7,14,0,28,78
SEND,10.1.1.1,10.1.1.2,31,9895,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.1,31,9739,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,31,9556,00100,0000000000000000000000000000000000000000000000000001001100000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.2,31,9879,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.3,31,9745,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.1,31,9895,00011,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.5,10.1.1.3,31,9907,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.5,31,9745,10100,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.2,10.1.1.4,31,9924,01011,0000000000000000000000000000000000000000000010110100000000011101,0,5,100,50,200,20,7,21,0,35,45
RECV,10.1.1.1,10.1.1.2,31,10008,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.3,32,10318,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.5,32,9950,01011,0000000000000000000000000000000000000000000100011100000000110111,0,5,100,50,200,20,7,21,0,35,71
SEND,10.1.1.3,10.1.1.4,32,9834,10100,0000000000000000000000000000000000000000000000000010110010000000,0,5,100,50,200,20,7,14,0,28,89
SEND,10.1.1.4,10.1.1.2,32,10032,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.2,32,9962,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.3,10.1.1.1,32,10318,00101,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.2,10.1.1.4,32,10251,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.5,32,10325,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.3,32,10207,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.2,32,10031,10010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,28,0
SEND,10.1.1.1,10.1.1.4,33,10463,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,33,10332,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,33,10602,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.1,33,10503,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,33,10607,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.2,33,10636,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.3,33,10634,10100,0000000000000000000000000000000000000000000000000000000000100000,0,5,100,50,200,20,7,14,0,28,32
RECV,10.1.1.1,10.1.1.4,33,10514,01001,0000000000000000000000000000000000000000000000000000010110000000,0,5,100,50,200,20,7,14,0,28,11
RECV,10.1.1.1,10.1.1.5,33,10607,10001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,28,0
RECV,10.1.1.4,10.1.1.1,33,10642,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.2,34,10979,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,34,10854,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.5,34,10721,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.2,34,10916,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,34,10817,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.1,34,10979,00011,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.4,10.1.1.2,34,10923,01010,0000000000000000000000000000000000000000000000000000000001000101,0,5,100,50,200,20,7,14,0,28,69
RECV,10.1.1.1,10.1.1.5,34,10979,00001,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,7,1,22,0
RECV,10.1.1.2,10.1.1.4,34,10979,01011,0000000000000000000000000000000000000000000011111100000000000000,0,5,100,50,200,20,7,21,0,35,63
RECV,10.1.1.5,10.1.1.3,34,10942,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.5,35,11215,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,35,11035,00011,0000000000000000000000000000000000000000000000000000000000111000,0,5,100,50,200,20,7,14,0,28,56
SEND,10.1.1.3,10.1.1.2,35,11089,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.3,35,11089,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,35,11063,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.5,10.1.1.1,35,11215,10001,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,29,0
RECV,10.1.1.1,10.1.1.5,35,11293,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.4,10.1.1.2,35,11100,01010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,14,0,28,0
RECV,10.1.1.3,10.1.1.4,35,11204,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.3,35,11297,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.2,36,11419,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.1,36,11399,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.2,36,11231,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.4,10.1.1.1,36,11358,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.5,10.1.1.1,36,11303,10001,0000000000000000000000000000000000000000000000000000000001011000,0,5,100,50,200,20,7,14,0,28,88
RECV,10.1.1.2,10.1.1.1,36,11517,00011,0000000000000000000000000000000000000000000000000000000001100010,0,5,100,50,200,20,7,14,0,28,98
RECV,10.1.1.1,10.1.1.5,36,11541,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.4,36,11599,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.1,10.1.1.2,36,11613,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
RECV,10.1.1.2,10.1.1.3,36,11527,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.1,10.1.1.3,37,11740,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.2,10.1.1.4,37,11917,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
SEND,10.1.1.3,10.1.1.1,37,11528,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,21,0
